No,year,month,day,hour,record_number,pm2.5,DEWP,TEMP,PRES
41461,2014,9,24,12,6397,14,15,24,1016
41462,2014,9,24,13,6398,16,14,24,1016
41463,2014,9,24,14,6399,14,14,25,1015
41464,2014,9,24,15,6400,11,14,25,1014
41465,2014,9,24,16,6401,10,13,26,1014
41466,2014,9,24,17,6402,10,15,24,1014
41467,2014,9,24,18,6403,31,15,22,1015
41468,2014,9,24,19,6404,39,16,21,1015
41469,2014,9,24,20,6405,56,16,20,1016
41470,2014,9,24,21,6406,61,16,19,1016
41471,2014,9,24,22,6407,64,16,17,1017
41472,2014,9,24,23,6408,101,16,17,1017
41473,2014,9,25,0,6409,111,15,17,1017
41474,2014,9,25,1,6410,82,16,17,1017
41475,2014,9,25,2,6411,84,15,16,1017
41476,2014,9,25,3,6412,89,15,15,1017
41477,2014,9,25,4,6413,91,15,15,1017
41478,2014,9,25,5,6414,81,14,14,1017
41479,2014,9,25,6,6415,103,15,16,1017
41480,2014,9,25,7,6416,99,16,16,1018
41481,2014,9,25,8,6417,105,17,17,1018
41482,2014,9,25,9,6418,121,17,18,1019
41483,2014,9,25,10,6419,139,17,19,1019
41484,2014,9,25,11,6420,141,17,20,1018
41485,2014,9,25,12,6421,148,17,20,1018
41486,2014,9,25,13,6422,168,17,21,1017
41487,2014,9,25,14,6423,157,17,21,1016
41488,2014,9,25,15,6424,159,17,22,1016
41489,2014,9,25,16,6425,151,17,21,1015
41490,2014,9,25,17,6426,137,17,21,1014
41491,2014,9,25,18,6427,128,18,20,1014
41492,2014,9,25,19,6428,144,17,20,1014
41493,2014,9,25,20,6429,147,17,19,1014
41494,2014,9,25,21,6430,157,17,19,1014
41495,2014,9,25,22,6431,145,17,19,1014
41496,2014,9,25,23,6432,74,16,19,1014
41497,2014,9,26,0,6433,60,16,19,1014
41498,2014,9,26,1,6434,75,16,18,1014
41499,2014,9,26,2,6435,86,16,18,1013
41500,2014,9,26,3,6436,87,16,18,1013
41501,2014,9,26,4,6437,99,16,18,1013
41502,2014,9,26,5,6438,96,16,17,1012
41503,2014,9,26,6,6439,107,16,17,1011
41504,2014,9,26,7,6440,111,16,17,1012
41505,2014,9,26,8,6441,120,16,18,1012
41506,2014,9,26,9,6442,121,16,19,1012
41507,2014,9,26,10,6443,126,16,19,1012
41508,2014,9,26,11,6444,130,16,20,1011
41509,2014,9,26,12,6445,123,16,21,1010
41510,2014,9,26,13,6446,129,16,22,1009
41511,2014,9,26,14,6447,146,17,23,1008
41512,2014,9,26,15,6448,155,17,22,1009
41513,2014,9,26,16,6449,193,17,20,1009
41514,2014,9,26,17,6450,194,18,20,1009
41515,2014,9,26,18,6451,203,17,19,1010
41516,2014,9,26,19,6452,217,17,18,1011
41517,2014,9,26,20,6453,219,17,19,1011
41518,2014,9,26,21,6454,196,17,17,1012
41519,2014,9,26,22,6455,166,17,18,1012
41520,2014,9,26,23,6456,149,16,17,1012
41521,2014,9,27,0,6457,119,15,16,1013
41522,2014,9,27,1,6458,132,14,15,1013
41523,2014,9,27,2,6459,61,14,14,1014
41524,2014,9,27,3,6460,9,13,14,1014
41525,2014,9,27,4,6461,9,12,13,1015
41526,2014,9,27,5,6462,42,11,13,1016
41527,2014,9,27,6,6463,43,11,12,1016
41528,2014,9,27,7,6464,51,12,14,1017
41529,2014,9,27,8,6465,28,12,18,1018
41530,2014,9,27,9,6466,26,10,20,1018
41531,2014,9,27,10,6467,14,9,21,1019
41532,2014,9,27,11,6468,15,9,22,1018
41533,2014,9,27,12,6469,10,9,23,1017
41534,2014,9,27,13,6470,6,8,25,1016
41535,2014,9,27,14,6471,10,7,25,1015
41536,2014,9,27,15,6472,10,7,25,1015
41537,2014,9,27,16,6473,17,8,25,1015
41538,2014,9,27,17,6474,16,8,24,1015
41539,2014,9,27,18,6475,22,13,20,1015
41540,2014,9,27,19,6476,32,13,18,1016
41541,2014,9,27,20,6477,54,13,17,1016
41542,2014,9,27,21,6478,52,13,17,1016
41543,2014,9,27,22,6479,59,14,16,1017
41544,2014,9,27,23,6480,59,13,16,1017
41545,2014,9,28,0,6481,77,13,16,1017
41546,2014,9,28,1,6482,83,13,15,1018
41547,2014,9,28,2,6483,83,12,15,1017
41548,2014,9,28,3,6484,66,11,15,1017
41549,2014,9,28,4,6485,59,12,14,1017
41550,2014,9,28,5,6486,49,12,14,1017
41551,2014,9,28,6,6487,58,12,14,1017
41552,2014,9,28,7,6488,61,12,15,1018
41553,2014,9,28,8,6489,63,12,16,1018
41554,2014,9,28,9,6490,71,13,18,1018
41555,2014,9,28,10,6491,82,14,20,1018
41556,2014,9,28,11,6492,87,14,20,1018
41557,2014,9,28,12,6493,98,15,21,1017
41558,2014,9,28,13,6494,101,16,22,1016
41559,2014,9,28,14,6495,69,15,22,1015
41560,2014,9,28,15,6496,62,14,23,1014
41561,2014,9,28,16,6497,45,15,22,1014
41562,2014,9,28,17,6498,53,15,21,1014
41563,2014,9,28,18,6499,46,15,20,1015
41564,2014,9,28,19,6500,57,15,20,1014
41565,2014,9,28,20,6501,53,16,18,1015
41566,2014,9,28,21,6502,51,17,18,1015
41567,2014,9,28,22,6503,58,16,17,1014
41568,2014,9,28,23,6504,75,16,16,1014
41569,2014,9,29,0,6505,75,15,15,1014
41570,2014,9,29,1,6506,79,15,15,1014
41571,2014,9,29,2,6507,97,15,15,1014
41572,2014,9,29,3,6508,105,13,14,1013
41573,2014,9,29,4,6509,105,14,14,1013
41574,2014,9,29,5,6510,107,14,14,1014
41575,2014,9,29,6,6511,103,14,14,1015
41576,2014,9,29,7,6512,102,15,15,1016
41577,2014,9,29,8,6513,97,15,18,1016
41578,2014,9,29,9,6514,99,15,20,1018
41579,2014,9,29,10,6515,85,10,23,1018
41580,2014,9,29,11,6516,77,9,24,1019
41581,2014,9,29,12,6517,17,7,23,1019
41582,2014,9,29,13,6518,13,6,23,1019
41583,2014,9,29,14,6519,10,6,23,1020
41584,2014,9,29,15,6520,10,4,23,1020
41585,2014,9,29,16,6521,12,3,22,1020
41586,2014,9,29,17,6522,13,1,20,1021
41587,2014,9,29,18,6523,12,0,19,1022
41588,2014,9,29,19,6524,12,0,17,1024
41589,2014,9,29,20,6525,14,6,15,1025
41590,2014,9,29,21,6526,21,5,14,1026
41591,2014,9,29,22,6527,17,4,14,1027
41592,2014,9,29,23,6528,23,2,13,1028
41593,2014,9,30,0,6529,26,4,12,1028
41594,2014,9,30,1,6530,20,3,12,1029
41595,2014,9,30,2,6531,24,4,12,1029
41596,2014,9,30,3,6532,22,3,11,1029
41597,2014,9,30,4,6533,17,2,11,1029
41598,2014,9,30,5,6534,17,2,11,1029
41599,2014,9,30,6,6535,20,2,11,1029
41600,2014,9,30,7,6536,13,1,11,1029
41601,2014,9,30,8,6537,18,2,11,1029
41602,2014,9,30,9,6538,15,2,12,1029
41603,2014,9,30,10,6539,17,1,12,1029
41604,2014,9,30,11,6540,23,1,13,1028
41605,2014,9,30,12,6541,22,0,14,1027
41606,2014,9,30,13,6542,16,0,15,1026
41607,2014,9,30,14,6543,22,0,16,1025
41608,2014,9,30,15,6544,21,0,15,1024
41609,2014,9,30,16,6545,23,0,15,1023
41610,2014,9,30,17,6546,20,1,15,1023
41611,2014,9,30,18,6547,26,3,13,1022
41612,2014,9,30,19,6548,31,3,13,1022
41613,2014,9,30,20,6549,44,5,11,1022
41614,2014,9,30,21,6550,53,5,10,1022
41615,2014,9,30,22,6551,57,6,11,1022
41616,2014,9,30,23,6552,60,5,12,1021
41617,2014,10,1,0,6553,78,6,11,1021
41618,2014,10,1,1,6554,85,6,11,1020
41619,2014,10,1,2,6555,83,6,11,1019
41620,2014,10,1,3,6556,89,6,11,1018
41621,2014,10,1,4,6557,80,7,11,1018
41622,2014,10,1,5,6558,80,7,11,1018
41623,2014,10,1,6,6559,69,8,12,1018
41624,2014,10,1,7,6560,58,7,12,1018
41625,2014,10,1,8,6561,62,8,12,1017
41626,2014,10,1,9,6562,73,9,13,1017
41627,2014,10,1,10,6563,77,8,14,1017
41628,2014,10,1,11,6564,90,9,15,1017
41629,2014,10,1,12,6565,91,8,14,1016
41630,2014,10,1,13,6566,96,9,13,1015
41631,2014,10,1,14,6567,71,10,11,1015
41632,2014,10,1,15,6568,77,10,11,1015
41633,2014,10,1,16,6569,76,10,11,1014
41634,2014,10,1,17,6570,100,10,11,1014
41635,2014,10,1,18,6571,100,10,11,1014
41636,2014,10,1,19,6572,97,11,11,1014
41637,2014,10,1,20,6573,93,10,11,1015
41638,2014,10,1,21,6574,88,11,11,1015
41639,2014,10,1,22,6575,82,10,11,1015
41640,2014,10,1,23,6576,86,11,11,1014
41641,2014,10,2,0,6577,82,11,11,1014
41642,2014,10,2,1,6578,69,10,11,1013
41643,2014,10,2,2,6579,66,9,10,1013
41644,2014,10,2,3,6580,59,10,11,1013
41645,2014,10,2,4,6581,62,10,10,1012
41646,2014,10,2,5,6582,73,10,10,1012
41647,2014,10,2,6,6583,80,9,9,1013
41648,2014,10,2,7,6584,74,9,10,1013
41649,2014,10,2,8,6585,79,11,12,1013
41650,2014,10,2,9,6586,64,12,15,1013
41651,2014,10,2,10,6587,61,11,17,1013
41652,2014,10,2,11,6588,75,11,18,1013
41653,2014,10,2,12,6589,64,11,20,1012
41654,2014,10,2,13,6590,39,11,21,1012
41655,2014,10,2,14,6591,31,13,20,1011
41656,2014,10,2,15,6592,27,12,21,1011
41657,2014,10,2,16,6593,21,13,20,1012
41658,2014,10,2,17,6594,27,13,20,1012
41659,2014,10,2,18,6595,33,13,17,1013
41660,2014,10,2,19,6596,60,13,16,1014
41661,2014,10,2,20,6597,79,13,14,1014
41662,2014,10,2,21,6598,93,13,15,1015
41663,2014,10,2,22,6599,129,12,15,1016
41664,2014,10,2,23,6600,132,12,14,1016
41665,2014,10,3,0,6601,121,12,14,1016
41666,2014,10,3,1,6602,115,11,12,1017
41667,2014,10,3,2,6603,113,11,11,1017
41668,2014,10,3,3,6604,135,12,13,1017
41669,2014,10,3,4,6605,115,11,13,1017
41670,2014,10,3,5,6606,149,12,14,1017
41671,2014,10,3,6,6607,109,12,14,1017
41672,2014,10,3,7,6608,73,12,13,1018
41673,2014,10,3,8,6609,57,11,14,1019
41674,2014,10,3,9,6610,53,12,14,1019
41675,2014,10,3,10,6611,59,11,15,1019
41676,2014,10,3,11,6612,57,11,15,1019
41677,2014,10,3,12,6613,84,12,16,1018
41678,2014,10,3,13,6614,91,13,16,1017
41679,2014,10,3,14,6615,133,13,17,1017
41680,2014,10,3,15,6616,172,13,18,1016
41681,2014,10,3,16,6617,182,14,18,1016
41682,2014,10,3,17,6618,201,14,17,1016
41683,2014,10,3,18,6619,207,14,16,1017
41684,2014,10,3,19,6620,199,14,16,1017
41685,2014,10,3,20,6621,177,14,16,1017
41686,2014,10,3,21,6622,161,14,16,1018
41687,2014,10,3,22,6623,156,14,16,1018
41688,2014,10,3,23,6624,152,14,15,1018
41689,2014,10,4,0,6625,130,13,15,1017
41690,2014,10,4,1,6626,94,14,15,1017
41691,2014,10,4,2,6627,81,14,15,1017
41692,2014,10,4,3,6628,81,14,15,1017
41693,2014,10,4,4,6629,78,14,15,1017
41694,2014,10,4,5,6630,69,13,14,1017
41695,2014,10,4,6,6631,59,13,14,1018
41696,2014,10,4,7,6632,55,13,14,1018
41697,2014,10,4,8,6633,54,13,14,1019
41698,2014,10,4,9,6634,58,13,14,1019
41699,2014,10,4,10,6635,61,13,14,1020
41700,2014,10,4,11,6636,75,14,15,1019
41701,2014,10,4,12,6637,78,13,15,1019
41702,2014,10,4,13,6638,97,14,15,1019
41703,2014,10,4,14,6639,105,14,16,1018
41704,2014,10,4,15,6640,103,14,16,1019
41705,2014,10,4,16,6641,100,14,16,1019
41706,2014,10,4,17,6642,107,14,15,1019
41707,2014,10,4,18,6643,109,14,15,1020
41708,2014,10,4,19,6644,116,13,14,1020
41709,2014,10,4,20,6645,112,13,14,1021
41710,2014,10,4,21,6646,101,13,14,1022
41711,2014,10,4,22,6647,80,13,14,1023
41712,2014,10,4,23,6648,77,12,13,1023
41713,2014,10,5,0,6649,79,13,13,1023
41714,2014,10,5,1,6650,86,12,13,1023
41715,2014,10,5,2,6651,72,11,12,1023
41716,2014,10,5,3,6652,70,11,11,1022
41717,2014,10,5,4,6653,64,11,11,1023
41718,2014,10,5,5,6654,67,10,10,1023
41719,2014,10,5,6,6655,63,11,11,1024
41720,2014,10,5,7,6656,54,9,12,1024
41721,2014,10,5,8,6657,50,9,15,1025
41722,2014,10,5,9,6658,21,8,17,1025
41723,2014,10,5,10,6659,11,5,18,1025
41724,2014,10,5,11,6660,10,5,20,1025
41725,2014,10,5,12,6661,8,4,22,1024
41726,2014,10,5,13,6662,7,5,20,1024
41727,2014,10,5,14,6663,10,5,21,1024
41728,2014,10,5,15,6664,12,4,22,1023
41729,2014,10,5,16,6665,8,2,20,1024
41730,2014,10,5,17,6666,6,2,19,1024
41731,2014,10,5,18,6667,11,3,17,1024
41732,2014,10,5,19,6668,17,7,13,1025
41733,2014,10,5,20,6669,22,6,12,1026
41734,2014,10,5,21,6670,27,6,10,1026
41735,2014,10,5,22,6671,43,6,11,1027
41736,2014,10,5,23,6672,34,4,13,1027
41737,2014,10,6,0,6673,39,5,7,1027
41738,2014,10,6,1,6674,32,6,8,1027
41739,2014,10,6,2,6675,28,6,7,1027
41740,2014,10,6,3,6676,28,5,10,1027
41741,2014,10,6,4,6677,22,5,7,1026
41742,2014,10,6,5,6678,27,4,6,1026
41743,2014,10,6,6,6679,22,4,6,1027
41744,2014,10,6,7,6680,22,5,7,1027
41745,2014,10,6,8,6681,25,7,11,1027
41746,2014,10,6,9,6682,21,5,15,1027
41747,2014,10,6,10,6683,22,3,16,1027
41748,2014,10,6,11,6684,18,3,19,1026
41749,2014,10,6,12,6685,18,0,20,1025
41750,2014,10,6,13,6686,22,0,21,1024
41751,2014,10,6,14,6687,20,0,21,1023
41752,2014,10,6,15,6688,25,0,21,1022
41753,2014,10,6,16,6689,22,0,20,1021
41754,2014,10,6,17,6690,25,2,19,1021
41755,2014,10,6,18,6691,33,4,17,1021
41756,2014,10,6,19,6692,50,6,14,1021
41757,2014,10,6,20,6693,61,8,13,1021
41758,2014,10,6,21,6694,74,8,12,1021
41759,2014,10,6,22,6695,79,7,12,1021
41760,2014,10,6,23,6696,77,7,11,1021
41761,2014,10,7,0,6697,91,7,11,1021
41762,2014,10,7,1,6698,94,7,11,1020
41763,2014,10,7,2,6699,107,7,10,1020
41764,2014,10,7,3,6700,114,7,9,1020
41765,2014,10,7,4,6701,104,7,8,1020
41766,2014,10,7,5,6702,93,7,8,1020
41767,2014,10,7,6,6703,85,7,8,1020
41768,2014,10,7,7,6704,75,7,8,1021
41769,2014,10,7,8,6705,75,8,11,1021
41770,2014,10,7,9,6706,66,7,13,1022
41771,2014,10,7,10,6707,66,7,15,1021
41772,2014,10,7,11,6708,82,8,16,1021
41773,2014,10,7,12,6709,104,9,18,1020
41774,2014,10,7,13,6710,118,8,19,1019
41775,2014,10,7,14,6711,140,9,20,1019
41776,2014,10,7,15,6712,158,9,21,1018
41777,2014,10,7,16,6713,179,9,20,1018
41778,2014,10,7,17,6714,182,10,19,1018
41779,2014,10,7,18,6715,189,11,16,1018
41780,2014,10,7,19,6716,220,12,14,1019
41781,2014,10,7,20,6717,245,12,13,1019
41782,2014,10,7,21,6718,255,11,12,1019
41783,2014,10,7,22,6719,284,11,12,1020
41784,2014,10,7,23,6720,326,11,12,1020
41785,2014,10,8,0,6721,301,11,12,1020
41786,2014,10,8,1,6722,289,11,12,1020
41787,2014,10,8,2,6723,269,11,12,1020
41788,2014,10,8,3,6724,249,10,12,1020
41789,2014,10,8,4,6725,232,11,12,1019
41790,2014,10,8,5,6726,222,10,11,1020
41791,2014,10,8,6,6727,217,10,12,1019
41792,2014,10,8,7,6728,215,11,13,1020
41793,2014,10,8,8,6729,243,11,13,1020
41794,2014,10,8,9,6730,224,11,14,1021
41795,2014,10,8,10,6731,236,11,16,1021
41796,2014,10,8,11,6732,256,11,17,1020
41797,2014,10,8,12,6733,272,12,17,1019
41798,2014,10,8,13,6734,266,12,19,1019
41799,2014,10,8,14,6735,280,13,19,1018
41800,2014,10,8,15,6736,320,13,20,1017
41801,2014,10,8,16,6737,364,14,20,1017
41802,2014,10,8,17,6738,383,15,18,1017
41803,2014,10,8,18,6739,402,14,16,1017
41804,2014,10,8,19,6740,396,14,15,1018
41805,2014,10,8,20,6741,419,14,15,1018
41806,2014,10,8,21,6742,432,13,14,1019
41807,2014,10,8,22,6743,432,13,14,1019
41808,2014,10,8,23,6744,406,13,13,1019
41809,2014,10,9,0,6745,388,12,14,1019
41810,2014,10,9,1,6746,368,12,13,1019
41811,2014,10,9,2,6747,355,12,12,1019
41812,2014,10,9,3,6748,349,12,12,1018
41813,2014,10,9,4,6749,353,11,12,1019
41814,2014,10,9,5,6750,345,11,12,1019
41815,2014,10,9,6,6751,341,11,11,1019
41816,2014,10,9,7,6752,337,11,12,1020
41817,2014,10,9,8,6753,342,13,13,1020
41818,2014,10,9,9,6754,342,14,15,1021
41819,2014,10,9,10,6755,334,14,17,1021
41820,2014,10,9,11,6756,337,14,19,1021
41821,2014,10,9,12,6757,343,14,20,1020
41822,2014,10,9,13,6758,350,14,21,1019
41823,2014,10,9,14,6759,364,15,22,1019
41824,2014,10,9,15,6760,373,15,22,1018
41825,2014,10,9,16,6761,385,15,22,1018
41826,2014,10,9,17,6762,398,15,21,1018
41827,2014,10,9,18,6763,430,16,18,1019
41828,2014,10,9,19,6764,442,15,16,1019
41829,2014,10,9,20,6765,443,15,15,1020
41830,2014,10,9,21,6766,438,14,15,1020
41831,2014,10,9,22,6767,420,14,15,1021
41832,2014,10,9,23,6768,454,14,14,1021
41833,2014,10,10,0,6769,430,13,14,1021
41834,2014,10,10,1,6770,396,13,14,1022
41835,2014,10,10,2,6771,386,13,14,1022
41836,2014,10,10,3,6772,375,12,13,1022
41837,2014,10,10,4,6773,344,12,13,1022
41838,2014,10,10,5,6774,348,12,12,1022
41839,2014,10,10,6,6775,338,11,12,1022
41840,2014,10,10,7,6776,319,13,13,1023
41841,2014,10,10,8,6777,324,14,14,1024
41842,2014,10,10,9,6778,323,15,16,1024
41843,2014,10,10,10,6779,331,15,18,1024
41844,2014,10,10,11,6780,332,15,19,1024
41845,2014,10,10,12,6781,328,15,21,1023
41846,2014,10,10,13,6782,310,15,22,1022
41847,2014,10,10,14,6783,298,15,22,1021
41848,2014,10,10,15,6784,267,15,22,1021
41849,2014,10,10,16,6785,261,15,22,1020
41850,2014,10,10,17,6786,243,15,20,1020
41851,2014,10,10,18,6787,263,15,18,1020
41852,2014,10,10,19,6788,302,15,17,1020
41853,2014,10,10,20,6789,331,15,18,1021
41854,2014,10,10,21,6790,330,15,17,1021
41855,2014,10,10,22,6791,308,14,15,1021
41856,2014,10,10,23,6792,322,14,15,1021
41857,2014,10,11,0,6793,328,14,15,1021
41858,2014,10,11,1,6794,303,15,15,1021
41859,2014,10,11,2,6795,290,14,14,1021
41860,2014,10,11,3,6796,317,14,15,1021
41861,2014,10,11,4,6797,314,14,15,1020
41862,2014,10,11,5,6798,269,14,14,1020
41863,2014,10,11,6,6799,204,15,15,1021
41864,2014,10,11,7,6800,217,15,15,1021
41865,2014,10,11,8,6801,202,15,15,1021
41866,2014,10,11,9,6802,196,15,15,1022
41867,2014,10,11,10,6803,230,15,16,1022
41868,2014,10,11,11,6804,256,15,17,1021
41869,2014,10,11,12,6805,246,15,18,1021
41870,2014,10,11,13,6806,243,14,19,1020
41871,2014,10,11,14,6807,237,15,20,1020
41872,2014,10,11,15,6808,233,15,20,1020
41873,2014,10,11,16,6809,239,15,20,1021
41874,2014,10,11,17,6810,253,15,19,1021
41875,2014,10,11,18,6811,108,9,20,1022
41876,2014,10,11,19,6812,21,7,19,1024
41877,2014,10,11,20,6813,18,6,19,1025
41878,2014,10,11,21,6814,5,5,18,1026
41879,2014,10,11,22,6815,6,5,17,1026
41880,2014,10,11,23,6816,7,5,17,1027
41881,2014,10,12,0,6817,8,7,16,1028
41882,2014,10,12,1,6818,5,6,15,1028
41883,2014,10,12,2,6819,7,9,13,1028
41884,2014,10,12,3,6820,9,8,13,1029
41885,2014,10,12,4,6821,9,8,13,1029
41886,2014,10,12,5,6822,9,8,13,1029
41887,2014,10,12,6,6823,8,5,14,1030
41888,2014,10,12,7,6824,7,-4,16,1031
41889,2014,10,12,8,6825,4,-2,15,1032
41890,2014,10,12,9,6826,3,1,15,1033
41891,2014,10,12,10,6827,4,-3,16,1033
41892,2014,10,12,11,6828,6,-1,17,1033
41893,2014,10,12,12,6829,3,-3,18,1032
41894,2014,10,12,13,6830,5,-3,18,1031
41895,2014,10,12,14,6831,6,-4,18,1030
41896,2014,10,12,15,6832,6,-4,18,1030
41897,2014,10,12,16,6833,4,-1,16,1030
41898,2014,10,12,17,6834,7,-4,16,1030
41899,2014,10,12,18,6835,6,-4,16,1030
41900,2014,10,12,19,6836,7,-1,14,1030
41901,2014,10,12,20,6837,13,-1,13,1030
41902,2014,10,12,21,6838,8,0,12,1031
41903,2014,10,12,22,6839,10,0,10,1031
41904,2014,10,12,23,6840,10,-2,10,1031
41905,2014,10,13,0,6841,7,-3,8,1031
41906,2014,10,13,1,6842,5,-3,6,1031
41907,2014,10,13,2,6843,3,-3,6,1031
41908,2014,10,13,3,6844,3,-4,5,1030
41909,2014,10,13,4,6845,7,-4,5,1030
41910,2014,10,13,5,6846,9,-2,3,1030
41911,2014,10,13,6,6847,7,-2,3,1030
41912,2014,10,13,7,6848,5,-2,4,1030
41913,2014,10,13,8,6849,5,-2,11,1031
41914,2014,10,13,9,6850,7,-5,12,1031
41915,2014,10,13,10,6851,9,-8,14,1030
41916,2014,10,13,11,6852,8,-8,15,1029
41917,2014,10,13,12,6853,9,-9,16,1027
41918,2014,10,13,13,6854,9,-10,16,1026
41919,2014,10,13,14,6855,8,-9,17,1025
41920,2014,10,13,15,6856,10,-8,17,1024
41921,2014,10,13,16,6857,10,-8,17,1023
41922,2014,10,13,17,6858,8,-5,15,1023
41923,2014,10,13,18,6859,13,1,11,1023
41924,2014,10,13,19,6860,24,1,9,1023
41925,2014,10,13,20,6861,35,2,7,1023
41926,2014,10,13,21,6862,35,3,7,1024
41927,2014,10,13,22,6863,51,3,6,1023
41928,2014,10,13,23,6864,59,2,5,1023
41929,2014,10,14,0,6865,61,3,5,1023
41930,2014,10,14,1,6866,47,3,5,1023
41931,2014,10,14,2,6867,42,2,4,1023
41932,2014,10,14,3,6868,45,1,4,1022
41933,2014,10,14,4,6869,47,0,4,1022
41934,2014,10,14,5,6870,33,0,3,1022
41935,2014,10,14,6,6871,20,0,4,1022
